LON, LAT
120.687475801, 31.3970922837
120.687474398, 31.3970936815
120.687473096, 31.3970949794
120.687471793, 31.3970963774
120.687470491, 31.3970977754
120.687469188, 31.3970990733
120.687467886, 31.3971004713
120.687466583, 31.3971018692
120.687465281, 31.3971031672
120.687463978, 31.3971045651
120.687462676, 31.3971059631
120.687461373, 31.397107261
120.68746007, 31.397108659
120.687458768, 31.3971099569
120.687457365, 31.3971113547
120.687456063, 31.3971127527
120.68745476, 31.3971140506
120.687453458, 31.3971154486
120.687452155, 31.3971167465
120.687450852, 31.3971181445
120.68744945, 31.3971195423
120.687448147, 31.3971208402
120.687446845, 31.3971222382
120.687445542, 31.3971235361
120.68744424, 31.3971249341
120.687442937, 31.397126332
120.687441534, 31.3971276298
